task_identifier,task_description,golden_steps,app_package,app_name,trajectory_id,original_goal,task_reasonable,task_completed,task_id,difficulty_level,core_functionality,variation_type,prerequisites
260116164526.207581_A8710ADE37C1D9F0-006,"In the Tasks app, find the task 'Read 'The Martian'' and the task 'Learn to Play Guitar'. For both tasks, add a subtask named 'Log progress' and change their priority to medium (blue circle).",20,org.tasks,Tasks,260116164526.207581_A8710ADE37C1D9F0,"Tap the search icon, type ""Fridge"", and verify that the ""Clean Out Fridge"" task is the only result. Then, clear the search, tap the three-dot menu, select ""Sort"", and sort the list alphabetically by title.",TRUE,TRUE,task_6,,"batch_modification, subtask_creation, priority_setting",parameter_change,The tasks 'Read 'The Martian'' and 'Learn to Play Guitar' must be present in the list.
260116171540.762001_9F19F689D3241823-001,"In the Tasks app, for all three tasks titled 'Schedule dentist appointment', add the tag 'dental' and change their priority to high (yellow circle).",22,org.tasks,Tasks,260116171540.762001_9F19F689D3241823,"Tap the red plus button, create a new task titled ""Pick up dry cleaning"", set the due date to tomorrow at 17:00, and save it.",TRUE,TRUE,task_1,,Batch modification (tags and priority),step_progression,"The app must be in the default state shown in the screenshots, with three tasks titled 'Schedule dentist appointment'."
260116171540.762001_9F19F689D3241823-002,"In the Tasks app, how many tasks are due on a Friday in October? Express your answer as a single integer.",9,org.tasks,Tasks,260116171540.762001_9F19F689D3241823,"Tap the red plus button, create a new task titled ""Pick up dry cleaning"", set the due date to tomorrow at 17:00, and save it.",TRUE,TRUE,task_2,,Question answering (date-based counting),scenario_application,"The app must be in the default state shown in the screenshots, where October 27, 2023 is a Friday."
260116171540.762001_9F19F689D3241823-003,"In the Tasks app, first, find the task 'Schedule dentist appointment for next Monday' and change its due time to 10:00 AM. Then, create a new task 'Follow up on appointment' due the day after, at the same time (10:00 AM).",20,org.tasks,Tasks,260116171540.762001_9F19F689D3241823,"Tap the red plus button, create a new task titled ""Pick up dry cleaning"", set the due date to tomorrow at 17:00, and save it.",TRUE,TRUE,task_3,,Multi-step workflow (modification and creation),step_progression,The app must contain a task titled 'Schedule dentist appointment for next Monday'.
260116171540.762001_9F19F689D3241823-004,"In the Tasks app, sort all tasks by title in alphabetical order (A-Z). Then, for the first three tasks in the sorted list, change their priority to the lowest level (blue circle).",18,org.tasks,Tasks,260116171540.762001_9F19F689D3241823,"Tap the red plus button, create a new task titled ""Pick up dry cleaning"", set the due date to tomorrow at 17:00, and save it.",TRUE,TRUE,task_4,,Sorting and batch modification,step_progression,The app must have at least three tasks with different titles.
260116171540.762001_9F19F689D3241823-005,"In the Tasks app, create a new task 'Review weekly finances' that is due this coming Saturday at 11:00 AM. Set this task to repeat weekly and add a subtask to it called 'Check bank statements'.",17,org.tasks,Tasks,260116171540.762001_9F19F689D3241823,"Tap the red plus button, create a new task titled ""Pick up dry cleaning"", set the due date to tomorrow at 17:00, and save it.",TRUE,TRUE,task_5,,Complex task creation (repetition and subtasks),scenario_application,None
260116171540.762001_9F19F689D3241823-006,"What are the titles of all tasks in the Tasks app that are due at 14:00? Answer with the titles only. If there are multiple, format your answer as a comma separated list.",10,org.tasks,Tasks,260116171540.762001_9F19F689D3241823,"Tap the red plus button, create a new task titled ""Pick up dry cleaning"", set the due date to tomorrow at 17:00, and save it.",TRUE,TRUE,task_6,,Question answering (time-based filtering),scenario_application,"The app must be in the default state shown in the screenshots, with tasks due at 14:00."
260116171540.762001_9F19F689D3241823-007,"In the Tasks app, go to the task creation screen customization settings. First, hide the 'Add location' field. Then, move the 'Priority' field to be the first item below the task name.",12,org.tasks,Tasks,260116171540.762001_9F19F689D3241823,"Tap the red plus button, create a new task titled ""Pick up dry cleaning"", set the due date to tomorrow at 17:00, and save it.",TRUE,TRUE,task_7,,Settings customization,scenario_application,The 'Too much information?' banner must be visible on the task creation screen.
260116172032.733520_E525C9CF31008BFC-001,How many tasks in the Tasks app are due tomorrow? Express your answer as a single integer.,8,org.tasks,Tasks,260116172032.733520_E525C9CF31008BFC,"Tap the red plus button, type ""Review quarterly report"", tap the calendar icon, set the due date to next Friday at 3 PM, and save the task.",TRUE,FALSE,task_1,,"Information retrieval, counting",scenario_application,The main task list must be visible.
260116172032.733520_E525C9CF31008BFC-002,"In the Tasks app, find the task 'Pick up dry cleaning' and change its due time to 5:30 PM on the same day.",12,org.tasks,Tasks,260116172032.733520_E525C9CF31008BFC,"Tap the red plus button, type ""Review quarterly report"", tap the calendar icon, set the due date to next Friday at 3 PM, and save the task.",TRUE,FALSE,task_2,,"Task modification, time setting",parameter_change,The task 'Pick up dry cleaning' must exist in the list.
260116172032.733520_E525C9CF31008BFC-003,"In the Tasks app, sort the tasks by due date with the soonest first. What is the title of the third task in the sorted list?",10,org.tasks,Tasks,260116172032.733520_E525C9CF31008BFC,"Tap the red plus button, type ""Review quarterly report"", tap the calendar icon, set the due date to next Friday at 3 PM, and save the task.",TRUE,FALSE,task_3,,"Sorting, information retrieval",scenario_application,The main task list must be visible.
260116172032.733520_E525C9CF31008BFC-004,"In the Tasks app, find all three tasks titled 'Schedule dentist appointment' and delete them.",15,org.tasks,Tasks,260116172032.733520_E525C9CF31008BFC,"Tap the red plus button, type ""Review quarterly report"", tap the calendar icon, set the due date to next Friday at 3 PM, and save the task.",TRUE,FALSE,task_4,,"Batch operations, long-press selection, deletion",step_progression,There must be at least three tasks with the exact title 'Schedule dentist appointment'.
260116172032.733520_E525C9CF31008BFC-005,"In the Tasks app, create a new list named 'Medical'. Then, move all three tasks titled 'Schedule dentist appointment' into the 'Medical' list.",20,org.tasks,Tasks,260116172032.733520_E525C9CF31008BFC,"Tap the red plus button, type ""Review quarterly report"", tap the calendar icon, set the due date to next Friday at 3 PM, and save the task.",TRUE,FALSE,task_5,,"List creation, batch move, multi-screen navigation",step_progression,There must be at least three tasks with the exact title 'Schedule dentist appointment'.
260116172032.733520_E525C9CF31008BFC-006,"In the Tasks app, find the two tasks due on October 27 at 14:00. For both tasks, add a subtask named 'Confirm time with office' and change their due time to 15:30.",26,org.tasks,Tasks,260116172032.733520_E525C9CF31008BFC,"Tap the red plus button, type ""Review quarterly report"", tap the calendar icon, set the due date to next Friday at 3 PM, and save the task.",TRUE,FALSE,task_6,,"Batch modification, subtask creation, time editing",step_progression,There must be two tasks due on Oct 27 at 14:00.
260116172032.733520_E525C9CF31008BFC-007,"Using the search function in the Tasks app, find all tasks with 'dentist' in the title. For each of these tasks, add a subtask named 'Get insurance pre-approval' and change their priority to the highest level (red circle).",35,org.tasks,Tasks,260116172032.733520_E525C9CF31008BFC,"Tap the red plus button, type ""Review quarterly report"", tap the calendar icon, set the due date to next Friday at 3 PM, and save the task.",TRUE,FALSE,task_7,,"Search, iterative modification, subtask creation, priority setting",step_progression,There must be multiple tasks containing the word 'dentist'.
260116172530.276964_F6B7F611C6D20F73-001,How many tasks in the Tasks app are due tomorrow? Express your answer as a single integer.,8,org.tasks,Tasks,260116172530.276964_F6B7F611C6D20F73,"Create a new task titled ""Finalize project proposal"", set its due date for next Wednesday at 5 PM, and assign it a high priority.",TRUE,TRUE,Tasks_QA_DueTomorrowCount,,information_retrieval,scenario_application,"The main task list must be visible, showing tasks with 'Tmrw' as their due date."
260116172530.276964_F6B7F611C6D20F73-002,"In the Tasks app, find the task 'Pick up dry cleaning' and change its due time to 5:30 PM on the same day.",12,org.tasks,Tasks,260116172530.276964_F6B7F611C6D20F73,"Create a new task titled ""Finalize project proposal"", set its due date for next Wednesday at 5 PM, and assign it a high priority.",TRUE,TRUE,Tasks_Edit_DueTime,,task_editing,parameter_change,The task 'Pick up dry cleaning' must be visible on the main screen.
260116172530.276964_F6B7F611C6D20F73-003,"In the Tasks app, sort the tasks by due date with the soonest first. What is the title of the third task in the sorted list?",10,org.tasks,Tasks,260116172530.276964_F6B7F611C6D20F73,"Create a new task titled ""Finalize project proposal"", set its due date for next Wednesday at 5 PM, and assign it a high priority.",TRUE,TRUE,Tasks_Sort_And_QA,,"sorting, information_retrieval",multi_step_workflow,The main task list must be visible.
260116172530.276964_F6B7F611C6D20F73-004,"In the Tasks app, find all three tasks titled 'Schedule dentist appointment' and delete them.",15,org.tasks,Tasks,260116172530.276964_F6B7F611C6D20F73,"Create a new task titled ""Finalize project proposal"", set its due date for next Wednesday at 5 PM, and assign it a high priority.",TRUE,TRUE,Tasks_BatchDelete_ByName,,"batch_operations, task_deletion",batch_operations,There must be at least three tasks with the exact title 'Schedule dentist appointment'.
260116172530.276964_F6B7F611C6D20F73-005,"In the Tasks app, create a new list named 'Medical'. Then, move all three tasks titled 'Schedule dentist appointment' into the 'Medical' list.",20,org.tasks,Tasks,260116172530.276964_F6B7F611C6D20F73,"Create a new task titled ""Finalize project proposal"", set its due date for next Wednesday at 5 PM, and assign it a high priority.",TRUE,TRUE,Tasks_ListManagement_BatchMove,,"list_management, batch_operations",multi_step_workflow,There must be at least three tasks with the exact title 'Schedule dentist appointment'.
